cat,keyword
工业技术,"哈尔滨住宅建筑室内空气品质调研分析,室内空气品质,问卷调研,实地检测,气体污染物"
工业技术,"某住区健康建筑技术集成应用分析,健康建筑,除霾,直饮水,全龄化场地"
工业技术,"基于能耗数据对比的无锡公共建筑节能分析,商场建筑,酒店建筑,能耗,节能潜力"
工业技术,"装配式建筑在施工企业中的障碍分析,装配式建筑,障碍因素,因子分析,DEMATEL模型"
工业技术,"SSI体系框筒结构高层建筑地震能量响应,振动台试验,动力相互作用体系,框筒结构,高层建筑"
工业技术,"建筑师负责制中的责权利关系比较研究 ——以行业标准合同为线索,建筑师负责制,行业标准合同,责权利关系,"
工业技术,"地铁车辆运行对周围土体与建筑影响的研究,地铁运营动荷载,激振力函数,Plaxis3D,沉降"
工业技术,"商业建筑室内地震应急避难场所空间设计,商业建筑避难设计,应急避难所室内设计,建筑空间设计,地震应急避难所"
工业技术,"湿地园林景观建筑使用状况评价体系构建初探,湿地园林,景观建筑,使用状况,评价体系"
工业技术,"略论岭南特色建筑基因的传承与创新,岭南特色,建筑基因梳理,归纳法,"
工业技术,"贺兰山地区佛教塔寺建筑艺术略论,贺兰山,佛教,建筑,"
工业技术,"广西民用建筑绿色节能外墙构造研究,外墙,节能构造,绿色建筑,"
工业技术,"寒冷地区某低能耗建筑空调运行节能潜力分析,低能耗建筑,能耗模拟,用能行为,容忍温度"
工业技术,"基于BIM技术的建筑节能结构协同设计,BIM技术,建筑节能,协同设计,能耗指标"
工业技术,"装配式建筑建造阶段生态足迹计算模型,装配式建筑,生态足迹,建造阶段,计算模型"
工业技术,"寒地校园教学区围合式建筑对微气候的影响,微气候,人体舒适度,类型学,风环境"
工业技术,"无分项计量系统的医院建筑能耗拆分方法分析,医院建筑,能耗拆分,能耗账单,当量满负荷运行时间"
工业技术,"夏热冬冷地区公共建筑场地声环境优化策略研究,场地声环境,模拟与监测,降噪方案,绿化种植方案"
工业技术,"基于被动式建筑概念的灾区临时住宅 围护结构节能技术研究,被动式建筑,灾区临时住宅,围护结构,节能"
工业技术,"英国建筑技术美学现代性的谱系研究,英国现代建筑,建筑技术美学,现代性,民族性"
工业技术,"寒地医疗建筑立面色彩设计研究——以哈尔滨医疗建筑为例,寒地,医疗建筑,色彩,大众接受"
工业技术,"雄安新区绿色建筑立法策略研究——基于国外经验梳理,雄安新区,绿色建筑,法律体系,立法策略"
工业技术,"建筑回收物制备多孔陶瓷材料及其性能表征,建筑垃圾,莫来石,多孔陶瓷,孔隙率"
工业技术,"基于深度学习的遥感图像新增建筑物语义分割,深度学习,图像语义分割,卫星遥感图像,U-net"
工业技术,"建筑供水系统典型条件致病菌存在水平及影响因素,建筑供水系统,条件致病菌,军团菌,铜绿假单胞菌"
工业技术,"从BIM模型提取建筑能耗监测静态数据的方法,BIM,IFC标准,能耗监测,信息模型"
工业技术,"方形截面高层建筑间气动干扰对其驰振稳定性的影响,方形截面超高层建筑,驰振稳定性,驰振力系数,干扰效应"
工业技术,"基于自适应支持加权准则的建筑物图像匹配扩散研究,建筑物图像,自适应支持加权,仿射传递,图像匹配"
工业技术,"木结构建筑在森林康养中的应用研究,木材,木结构建筑,森林康养,构建形式"
工业技术,"基于隔震就位连接技术的高层钢框架结构 建筑抗震技术研究,隔震就位连接,高层,钢框架结构,抗震技术"
工业技术,"震后建筑群修复施工阶段工程造价动态预控系统,震后,建筑群,修复,施工阶段"
工业技术,"水利枢纽下游河床冲刷与再造过程研究进展,水库下游,河床冲刷,输沙特性,河床再造"
工业技术,"遥感技术在农田水利工程建设及管护中的应用,遥感技术,农田水利工程,管护,"
工业技术,"复合驱动变掌机械手,机械手,刚柔耦合手指,复合驱动,接触力分析"
工业技术,"河北省塞罕坝机械林场森林生态系统服务价值评价,塞罕坝机械林场,森林生态系统,林产品价值,生态调节服务价值"
工业技术,"主通风机机械故障智能诊断研究,故障诊断,EEMD算法,能量熵,SOM神经网络"
工业技术,"深度学习融合模型在机械故障诊断中的应用,故障诊断,深度信念网络,降噪自编码器,自适应学习率"
工业技术,"机械转动惯量电模拟控制方法的比较研究,转动惯量,角加速度控制,扭矩控制,延迟"
工业技术,"时钟同步调度的多跳机械振动WSN多信道传输法,机械振动,无线传感器网络,时钟同步,多信道"
工业技术,"工程机械驾驶室隔声量仿真预测,声固耦合,声学仿真,有限元,隔声量"
工业技术,"港口机械在役螺栓的相控阵超声检测,港机,螺栓,相控阵,裂纹"
工业技术,"纺织结构/STF柔性复合材料的机械防护性能,柔性复合材料,纺织结构,STF,流变性能"
工业技术,"柔性机械臂的智能极值响应面优化设计方法,柔性机械臂,可靠性优化设计,智能极值响应面,分阶层粒子群算法"
工业技术,"煤泥脱水机械设备的发展现状与趋势,煤泥脱水,脱水设备,发展趋势,井下水仓"
工业技术,"浓香型大曲酒的窖池设计与机械化施工的研究,浓香型,窖池,窖泥,用土"
工业技术,"非接触式机械密封动力学研究进展,机械密封,动力学,模型,稳定性"
工业技术,"关节非线性的串联双连杆机械臂运动控制研究,关节非线性,双连杆,机械臂,工业机器人"
工业技术,"移动机器人机械臂运动分析及轨迹规划,双臂机器人,运动学,动力学,轨迹规划"
工业技术,"上料桁架机械手刚柔耦合运动特性研究,桁架机械手,刚柔耦合,柔性体,运动特性"
工业技术,"基于极限学习机的海上钻井机械钻速监测及实时优化,极限学习机,海上钻井,机械钻速,实时优化"
工业技术,"基于事元理论的机械运动系统行为知识表示研究,机械运动系统,行为,动态事元模型,可拓学"
工业技术,"实况下机械零件的动态可靠性分析,机械零件,疲劳寿命,Gamma过程,四阶矩"
工业技术,"基于液压马达驱动的6R排爆机械臂结构设计与运动学分析,六自由度,机械臂,运动学,MATLAB"
工业技术,"大型施工机械传动部件稳健装配工艺系统研究,大型高精度传动部件,稳健安装,有限元变形分析,工艺系统设计"
工业技术,"高温介质机械密封温度场分析,高温介质,机械密封,换热系数,温度分布"
工业技术,"八自由度机械臂的轨迹跟踪控制,轨迹跟踪,八自由度机器人,串级自抗扰控制器,液压位置伺服系统"
工业技术,"循环经济时代下木材工业的节能减排发展体系构建,木材,木材工业,木制品,循环经济"
工业技术,"工业用户配置储能系统的经济收益分析,工业用户,储能,经济收益,削峰能力"
工业技术,"化学工业循环经济分类及发展模式,化学工业,循环经济分类,发展模式,"
工业技术,"我国工业节水现状及补短板途径讨论,工业节水,水利工作,现状分析,补短板途径"
工业技术,"南水北调中线工程河南段社会经济效益研究,南水北调中线工程,多水源,社会效益,经济发展"
工业技术,"城市棕地治理开发的国际经验及借鉴,国土空间开发保护,高质量发展,棕地治理与开发,经济结构调整"
工业技术,"钱学森与20世纪80年代的人工智能热,人工智能,钱学森,思维科学,人机结合"
工业技术,"建筑簇群全景图像空间布局人工智能规划方法研究,建筑簇群,全景图像,信息增强,空间布局"
工业技术,"基于物联网和人工智能的核磁共振机房监测系统设计,核磁共振机房,物联网,人工智能,OneNet云平台"
工业技术,"海洋大数据应用技术分析与趋势研究,海洋大数据,多源感知及探测,存储管理,分析挖掘"
工业技术,"陆地高光谱遥感数据的大气校正算法分析,大气校正,光谱,遥感,辐射传输模型"
工业技术,"大数据挖掘算法在刷卡中的研究与应用,Hadoop,MapReduce,聚类算法,HanLP"
工业技术,"大数据下监控网络混合入侵信息检索仿真,大数据,监控网络,混合入侵信息,冗余"
工业技术,"面向工业生产的大数据管理与可视化系统设计,web可视化,实时交互,B/S架构,深度学习"
工业技术,"基于Hadoop的分布式集群大数据动态存储系统设计,Hadoop,分布式,集群,大数据"
工业技术,"电力大数据安全治理体系研究,电力大数据,数据安全,安全管理,治理体系"
工业技术,"基于大数据挖掘的多维数据去重聚类算法分析,大数据挖掘,多维数据去重,聚类算法,数据分析"
工业技术,"基于拉普拉斯回归主动学习的大数据流分类算法,大数据,实时数据流,拉普拉斯正则最小二乘,分类算法"
工业技术,"大数据:数据驱动的过程质量控制与改进新视角,大数据,生命周期,过程控制,质量预测"
工业技术,"基于大数据平台的EPICS历史数据归档系统,SF0仪控系统,数据归档,Archiver Appliance,实验物理与工业控制系统"
工业技术,"基于大数据的物联网用户行为模式挖掘,极限机学习,物联网,行为模式,挖掘"
工业技术,"基于网络大数据的徐州中心城区绿地空间公平性评价,城市绿地,网络大数据,基尼系数,空间公平性"
工业技术,"面向制造大数据的安全存储交换技术,安全存储,共享交换,可搜索加密,属性基加密"
工业技术,"基于大数据的电力信息系统网络安全分析,大数据,信息安全,数据存储,数据检索"
工业技术,"基于大数据的智能电网信息系统设计,智能电网,信息系统,大数据技术,数据共享"
